# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4014259	4016538	-							MPAO1_18900	2280		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4014259	4016538	-	QPZ83023.1			type II secretion system protein GspD			MPAO1_18900	2280	759	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4016522	4017013	-							MPAO1_18905	492		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4016522	4017013	-	QPZ83024.1			hypothetical protein			MPAO1_18905	492	163	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4017374	4018339	-							MPAO1_18910	966		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4017374	4018339	-	QPZ83025.1			AraC family transcriptional regulator			MPAO1_18910	966	321	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4018431	4019264	+							MPAO1_18915	834		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4018431	4019264	+	QPZ83026.1			oxidoreductase			MPAO1_18915	834	277	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019354	4019716	-							MPAO1_18920	363		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019354	4019716	-	QPZ83027.1			hypothetical protein			MPAO1_18920	363	120	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019859	4020392	-							MPAO1_18925	534		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4019859	4020392	-	QPZ83028.1			GNAT family N-acetyltransferase			MPAO1_18925	534	177	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4020528	4022261	+							MPAO1_18930	1734		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4020528	4022261	+	QPZ83029.1			bifunctional isocitrate dehydrogenase kinase/phosphatase			MPAO1_18930	1734	577	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4022296	4023438	-							MPAO1_18935	1143		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4022296	4023438	-	QPZ83030.1			erythronate-4-phosphate dehydrogenase			MPAO1_18935	1143	380	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4023653	4024159	-							MPAO1_18940	507		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4023653	4024159	-	QPZ83031.1			transcriptional regulator			MPAO1_18940	507	168	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4024268	4025536	+					fabF		MPAO1_18945	1269		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4024268	4025536	+	QPZ83032.1			beta-ketoacyl-[acyl-carrier-protein] synthase II	fabF		MPAO1_18945	1269	422	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4026256	4028391	+							MPAO1_18950	2136		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4026256	4028391	+	QPZ85180.1			hypothetical protein			MPAO1_18950	2136	711	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4028384	4029085	+							MPAO1_18955	702		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4028384	4029085	+	QPZ83033.1			DUF2290 domain-containing protein			MPAO1_18955	702	233	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4029588	4031453	-							MPAO1_18960	1866		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4029588	4031453	-	QPZ83034.1			hypothetical protein			MPAO1_18960	1866	621	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4031476	4032228	-							MPAO1_18965	753		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4031476	4032228	-	QPZ83035.1			hypothetical protein			MPAO1_18965	753	250	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4032593	4034017	+							MPAO1_18970	1425		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4032593	4034017	+	QPZ83036.1			IS1182-like element ISPa22 family transposase			MPAO1_18970	1425	474	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4034300	4035136	+							MPAO1_18975	837		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4034300	4035136	+	QPZ83037.1			PhzF family phenazine biosynthesis protein			MPAO1_18975	837	278	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035303	4035563	+							MPAO1_18980	261		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035303	4035563	+	QPZ83038.1			hypothetical protein			MPAO1_18980	261	86	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035560	4036330	+							MPAO1_18985	771		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4035560	4036330	+	QPZ83039.1			cell filamentation protein Fic			MPAO1_18985	771	256	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4036526	4038967	-							MPAO1_18990	2442		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4036526	4038967	-	QPZ83040.1			TonB-dependent receptor			MPAO1_18990	2442	813	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039045	4039887	-							MPAO1_18995	843		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039045	4039887	-	QPZ83041.1			FecR family protein			MPAO1_18995	843	280	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039884	4040624	-							MPAO1_19000	741		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4039884	4040624	-	QPZ83042.1			RNA polymerase sigma factor			MPAO1_19000	741	246	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4040637	4040960	-							MPAO1_19005	324		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4040637	4040960	-	QPZ83043.1			hypothetical protein			MPAO1_19005	324	107	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4041371	4042804	+							MPAO1_19010	1434		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4041371	4042804	+	QPZ83044.1			proton-coupled multidrug efflux MATE transporter PmpM			MPAO1_19010	1434	477	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4042787	4043680	-					rhtA		MPAO1_19015	894		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4042787	4043680	-	QPZ83045.1			threonine/homoserine exporter RhtA	rhtA		MPAO1_19015	894	297	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4043679	4044335	+							MPAO1_19020	657		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4043679	4044335	+	QPZ83046.1			XRE family transcriptional regulator			MPAO1_19020	657	218	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044373	4044771	+							MPAO1_19025	399		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044373	4044771	+	QPZ83047.1			VOC family protein			MPAO1_19025	399	132	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044787	4045263	-							MPAO1_19030	477		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4044787	4045263	-	QPZ83048.1			YbaK/EbsC family protein			MPAO1_19030	477	158	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4045332	4046438	-							MPAO1_19035	1107		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4045332	4046438	-	QPZ83049.1			exo-alpha-sialidase			MPAO1_19035	1107	368	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046461	4046841	-							MPAO1_19040	381		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046461	4046841	-	QPZ83050.1			MoaD/ThiS family protein			MPAO1_19040	381	126	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046988	4047413	+							MPAO1_19045	426		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4046988	4047413	+	QPZ83051.1			YciI family protein			MPAO1_19045	426	141	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4047450	4047863	+							MPAO1_19050	414		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4047450	4047863	+	QPZ83052.1			VOC family protein			MPAO1_19050	414	137	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4048033	4049244	+							MPAO1_19055	1212		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4048033	4049244	+	QPZ83053.1			MFS transporter			MPAO1_19055	1212	403	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4049252	4050475	-							MPAO1_19060	1224		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4049252	4050475	-	QPZ83054.1			RNA polymerase sigma factor			MPAO1_19060	1224	407	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4050493	4051242	-							MPAO1_19065	750		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4050493	4051242	-	QPZ83055.1			DUF899 domain-containing protein			MPAO1_19065	750	249	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051417	4051767	-							MPAO1_19070	351		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051417	4051767	-	QPZ83056.1			YciI family protein			MPAO1_19070	351	116	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051950	4052657	-							MPAO1_19075	708		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4051950	4052657	-	QPZ83057.1			hypothetical protein			MPAO1_19075	708	235	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4052723	4053415	+							MPAO1_19080	693		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4052723	4053415	+	QPZ83058.1			DNA-binding response regulator			MPAO1_19080	693	230	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4053499	4055046	+							MPAO1_19085	1548		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4053499	4055046	+	QPZ85181.1			aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			MPAO1_19085	1548	515	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4055057	4056646	-							MPAO1_19090	1590		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4055057	4056646	-	QPZ83059.1			RimK family alpha-L-glutamate ligase			MPAO1_19090	1590	529	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4056830	4057624	-							MPAO1_19095	795		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4056830	4057624	-	QPZ83060.1			SDR family oxidoreductase			MPAO1_19095	795	264	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4057720	4058178	-							MPAO1_19100	459		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4057720	4058178	-	QPZ83061.1			sn-glycerol-3-phosphate transporter			MPAO1_19100	459	152	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4058630	4059538	+							MPAO1_19105	909		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4058630	4059538	+	QPZ83062.1			glutamate/aspartate ABC transporter substrate-binding protein			MPAO1_19105	909	302	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4059741	4060487	+							MPAO1_19110	747		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4059741	4060487	+	QPZ83063.1			amino acid ABC transporter permease			MPAO1_19110	747	248	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4060484	4061152	+							MPAO1_19115	669		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4060484	4061152	+	QPZ83064.1			amino acid ABC transporter permease			MPAO1_19115	669	222	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061149	4061883	+							MPAO1_19120	735		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061149	4061883	+	QPZ83065.1			amino acid ABC transporter ATP-binding protein			MPAO1_19120	735	244	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061961	4063634	+							MPAO1_19125	1674		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4061961	4063634	+	QPZ83066.1			gamma-glutamyltranspeptidase			MPAO1_19125	1674	557	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4063720	4064808	+							MPAO1_19130	1089		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4063720	4064808	+	QPZ83067.1			L-asparaginase			MPAO1_19130	1089	362	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4064904	4066805	+							MPAO1_19135	1902		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4064904	4066805	+	QPZ83068.1			sensor histidine kinase			MPAO1_19135	1902	633	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4066802	4068127	+							MPAO1_19140	1326		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4066802	4068127	+	QPZ83069.1			sigma-54-dependent Fis family transcriptional regulator			MPAO1_19140	1326	441	
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068170	4068374	+							MPAO1_19145	205		pseudo
CDS	without_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068170	4068374	+				hypothetical protein			MPAO1_19145	205		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068435	4069547	+							MPAO1_19150	1113		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4068435	4069547	+	QPZ83070.1			alkene reductase			MPAO1_19150	1113	370	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069742	4069948	+							MPAO1_19155	207		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069742	4069948	+	QPZ83071.1			hypothetical protein			MPAO1_19155	207	68	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069954	4070577	-							MPAO1_19160	624		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4069954	4070577	-	QPZ83072.1			class I SAM-dependent methyltransferase			MPAO1_19160	624	207	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070702	4070902	-							MPAO1_19165	201		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070702	4070902	-	QPZ83073.1			hypothetical protein			MPAO1_19165	201	66	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070903	4072450	+							MPAO1_19170	1548		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4070903	4072450	+	QPZ83074.1			TerC family protein			MPAO1_19170	1548	515	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4072506	4073285	-							MPAO1_19175	780		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4072506	4073285	-	QPZ83075.1			SDR family oxidoreductase			MPAO1_19175	780	259	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073291	4073722	-							MPAO1_19180	432		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073291	4073722	-	QPZ83076.1			heme-binding protein			MPAO1_19180	432	143	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073807	4074715	+							MPAO1_19185	909		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4073807	4074715	+	QPZ83077.1			LysR family transcriptional regulator			MPAO1_19185	909	302	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4074719	4076647	-							MPAO1_19190	1929		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4074719	4076647	-	QPZ85182.1			protease			MPAO1_19190	1929	642	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4076739	4078286	-					ilvA		MPAO1_19195	1548		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4076739	4078286	-	QPZ83078.1			threonine ammonia-lyase, biosynthetic	ilvA		MPAO1_19195	1548	515	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078283	4078690	-							MPAO1_19200	408		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078283	4078690	-	QPZ83079.1			SgcJ/EcaC family oxidoreductase			MPAO1_19200	408	135	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078956	4079468	-							MPAO1_19205	513		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4078956	4079468	-	QPZ83080.1			hypothetical protein			MPAO1_19205	513	170	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079528	4079860	-							MPAO1_19210	333		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079528	4079860	-	QPZ83081.1			DUF883 domain-containing protein			MPAO1_19210	333	110	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079989	4082187	-							MPAO1_19215	2199		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4079989	4082187	-	QPZ83082.1			TonB-dependent siderophore receptor			MPAO1_19215	2199	732	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4082426	4083316	-							MPAO1_19220	891		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4082426	4083316	-	QPZ83083.1			protoheme IX farnesyltransferase 2			MPAO1_19220	891	296	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083327	4083662	-							MPAO1_19225	336		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083327	4083662	-	QPZ83084.1			cytochrome bo(3) ubiquinol oxidase subunit 4			MPAO1_19225	336	111	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083662	4084291	-							MPAO1_19230	630		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4083662	4084291	-	QPZ83085.1			cytochrome bo(3) ubiquinol oxidase subunit 3			MPAO1_19230	630	209	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4084295	4086271	-							MPAO1_19235	1977		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4084295	4086271	-	QPZ83086.1			cytochrome ubiquinol oxidase subunit I			MPAO1_19235	1977	658	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4086278	4087273	-							MPAO1_19240	996		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4086278	4087273	-	QPZ83087.1			cytochrome bo(3) ubiquinol oxidase subunit 2			MPAO1_19240	996	331	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087313	4087687	+							MPAO1_19245	375		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087313	4087687	+	QPZ83088.1			hypothetical protein			MPAO1_19245	375	124	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087900	4089441	-							MPAO1_19250	1542		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4087900	4089441	-	QPZ83089.1			MFS transporter			MPAO1_19250	1542	513	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4089599	4090213	+							MPAO1_19255	615		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4089599	4090213	+	QPZ83090.1			TetR/AcrR family transcriptional regulator			MPAO1_19255	615	204	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090221	4090607	-							MPAO1_19260	387		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090221	4090607	-	QPZ83091.1			DUF4440 domain-containing protein			MPAO1_19260	387	128	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090621	4091979	-							MPAO1_19265	1359		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4090621	4091979	-	QPZ83092.1			MFS transporter			MPAO1_19265	1359	452	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4092087	4092998	+							MPAO1_19270	912		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4092087	4092998	+	QPZ83093.1			LysR family transcriptional regulator			MPAO1_19270	912	303	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093049	4093876	-							MPAO1_19275	828		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093049	4093876	-	QPZ83094.1			phosphonoacetaldehyde hydrolase			MPAO1_19275	828	275	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093912	4095027	-					phnW		MPAO1_19280	1116		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093912	4095027	-	QPZ83095.1			2-aminoethylphosphonate--pyruvate transaminase	phnW		MPAO1_19280	1116	371	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4095195	4096055	+							MPAO1_19285	861		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4095195	4096055	+	QPZ83096.1			LysR family transcriptional regulator			MPAO1_19285	861	286	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096064	4096588	-							MPAO1_19290	525		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096064	4096588	-	QPZ83097.1			DUF2937 family protein			MPAO1_19290	525	174	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096615	4097388	-							MPAO1_19295	774		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096615	4097388	-	QPZ83098.1			class II glutamine amidotransferase			MPAO1_19295	774	257	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097392	4097853	-							MPAO1_19300	462		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097392	4097853	-	QPZ83099.1			HIT family protein			MPAO1_19300	462	153	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097917	4098390	-							MPAO1_19305	474		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097917	4098390	-	QPZ83100.1			MFS transporter			MPAO1_19305	474	157	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4098539	4100590	+							MPAO1_19310	2052		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4098539	4100590	+	QPZ83101.1			S9 family peptidase			MPAO1_19310	2052	683	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4100667	4101206	+					lepB		MPAO1_19315	540		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4100667	4101206	+	QPZ83102.1			signal peptidase I	lepB		MPAO1_19315	540	179	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4101213	4103768	-							MPAO1_19320	2556		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4101213	4103768	-	QPZ83103.1			TonB-dependent receptor			MPAO1_19320	2556	851	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4103897	4104880	-							MPAO1_19325	984		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4103897	4104880	-	QPZ83104.1			FecR family protein			MPAO1_19325	984	327	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4104877	4105404	-							MPAO1_19330	528		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4104877	4105404	-	QPZ83105.1			RNA polymerase sigma factor			MPAO1_19330	528	175	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4105553	4106002	-							MPAO1_19335	450		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4105553	4106002	-	QPZ83106.1			YcgN family cysteine cluster protein			MPAO1_19335	450	149	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106079	4106354	-							MPAO1_19340	276		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106079	4106354	-	QPZ83107.1			metal/formaldehyde-sensitive transcriptional repressor			MPAO1_19340	276	91	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106422	4107402	+							MPAO1_19345	981		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106422	4107402	+	QPZ83108.1			CDF family iron/cobalt efflux transporter AitP			MPAO1_19345	981	326	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4107414	4108346	-							MPAO1_19350	933		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4107414	4108346	-	QPZ83109.1			D-2-hydroxyacid dehydrogenase			MPAO1_19350	933	310	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108601	4108894	-							MPAO1_19355	294		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108601	4108894	-	QPZ83110.1			hypothetical protein			MPAO1_19355	294	97	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108891	4110015	-					rnd		MPAO1_19360	1125		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108891	4110015	-	QPZ85183.1			ribonuclease D	rnd		MPAO1_19360	1125	374	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4110156	4111217	+							MPAO1_19365	1062		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4110156	4111217	+	QPZ83111.1			SMP-30/gluconolactonase/LRE family protein			MPAO1_19365	1062	353	
